背番号,選手名,守備,生年月日,年齢,プロ年数,身長,体重,血液型,投打,出身地,推定年俸(万円),2019年所属球団,生年年,生年月,生年日,選手名_球団,選手名_生年月日,出場試合数,出身地域,出身校,高・大フラグ,オリックス,ソフトバンク,ヤクルト,ロッテ,中日,巨人,広島,日ハム,楽天,横浜,西武,阪神,直近10年間月間MVP受賞回数,直近10年間GG受賞回数,最大所属年数,最大所属年数球団,ネックレス太さ,目的変数_ネックレス装着フラグ,外国人フラグ,育成,2019年セパフラグ,最大所属年数球団_adj
5,西野真弘,内野手,1990-08-02,29,5,167,71,O型,右左,東京,2800,オリックス,1990,8,2,西野真弘_オリックス,西野真弘_1990-08-02,56.0,東京,国際武道大,大学,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
6,宗佑磨,外野手,1996-06-07,23,5,181,78,B型,右左,東京,1800,オリックス,1996,6,7,宗佑磨_オリックス,宗佑磨_1996-06-07,54.0,東京,横浜隼人高,高校,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
8,後藤駿太,外野手,1993-03-05,26,9,180,83,A型,右左,群馬,2300,オリックス,1993,3,5,後藤駿太_オリックス,後藤駿太_1993-03-05,91.0,関東,前橋商高,高校,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
9,ロメロ,外野手,1988-10-17,31,3,188,100,不明,右右,アメリカ,28750,オリックス,1988,10,17,ロメロ_オリックス,ロメロ_1988-10-17,81.0,アメリカ,オレゴン州立大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
10,大城滉二,内野手,1993-06-14,26,4,175,78,B型,右右,沖縄,3800,オリックス,1993,6,14,大城滉二_オリックス,大城滉二_1993-06-14,91.0,九州,立大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
12,マレーロ,内野手,1988-07-02,31,3,191,95,不明,右右,アメリカ,6780,オリックス,1988,7,2,マレーロ_オリックス,マレーロ_1988-07-02,43.0,アメリカ,モンシニョールエドワードペース高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
13,山岡泰輔,投手,1995-09-22,24,3,172,68,A型,右左,広島,4500,オリックス,1995,9,22,山岡泰輔_オリックス,山岡泰輔_1995-09-22,26.0,中国,瀬戸内高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
14,吉田一将,投手,1989-09-24,30,6,191,95,A型,右左,奈良,3900,オリックス,1989,9,24,吉田一将_オリックス,吉田一将_1989-09-24,33.0,近畿,日大,大学,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
15,荒西祐大,投手,1992-08-25,27,1,178,83,B型,右右,熊本,1100,オリックス,1992,8,25,荒西祐大_オリックス,荒西祐大_1992-08-25,13.0,九州,玉名工高,高校,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
17,増井浩俊,投手,1984-06-26,35,10,181,74,A型,右右,静岡,30000,オリックス,1984,6,26,増井浩俊_オリックス,増井浩俊_1984-06-26,53.0,東海,駒大,大学,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,日ハム,0.0,0.0,国内,0,パリーグ,日ハム
18,岸田護,投手,1981-05-10,38,14,180,80,A型,右右,大阪,4000,オリックス,1981,5,10,岸田護_オリックス,岸田護_1981-05-10,1.0,近畿,東北福祉大,大学,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
20,近藤大亮,投手,1991-05-29,28,4,177,76,O型,右右,大阪,3850,オリックス,1991,5,29,近藤大亮_オリックス,近藤大亮_1991-05-29,52.0,近畿,大商大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
21,竹安大知,投手,1994-09-27,25,4,183,83,O型,右右,静岡,900,オリックス,1994,9,27,竹安大知_オリックス,竹安大知_1994-09-27,10.0,東海,伊東商高,高校,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,阪神,0.0,0.0,国内,0,パリーグ,オリックス
22,髙城俊人,捕手,1993-05-03,26,8,176,86,AB型,右右,福岡,1800,オリックス,1993,5,3,髙城俊人_オリックス,髙城俊人_1993-05-03,5.0,九州,九州国際大付高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
23,伏見寅威,捕手,1990-05-12,29,7,182,88,AB型,右右,北海道,2200,オリックス,1990,5,12,伏見寅威_オリックス,伏見寅威_1990-05-12,39.0,北海道,東海大,大学,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
24,宮﨑祐樹,外野手,1986-11-29,32,9,178,85,A型,右右,佐賀,1800,オリックス,1986,11,29,宮﨑祐樹_オリックス,宮﨑祐樹_1986-11-29,15.0,九州,亜大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
25,西村凌,外野手,1996-02-21,23,2,178,84,O型,右右,滋賀,1350,オリックス,1996,2,21,西村凌_オリックス,西村凌_1996-02-21,19.0,近畿,青森山田高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
26,東明大貴,投手,1989-06-15,30,6,178,77,O型,右右,岐阜,2300,オリックス,1989,6,15,東明大貴_オリックス,東明大貴_1989-06-15,7.0,東海,桐蔭横浜大,大学,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
27,アルバース,投手,1985-10-06,34,2,185,91,不明,左右,カナダ,11700,オリックス,1985,10,6,アルバース_オリックス,アルバース_1985-10-06,13.0,カナダ,ケンタッキー大,大学,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
28,富山凌雅,投手,1997-05-03,22,1,178,84,AB型,左左,和歌山,1000,オリックス,1997,5,3,富山凌雅_オリックス,富山凌雅_1997-05-03,1.0,近畿,九州国際大付高,高校,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
29,田嶋大樹,投手,1996-08-03,23,2,182,77,A型,左左,栃木,2000,オリックス,1996,8,3,田嶋大樹_オリックス,田嶋大樹_1996-08-03,10.0,関東,佐野日大高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
30,Ｋ－鈴木,投手,1994-01-21,25,2,186,88,A型,右右,千葉,1000,オリックス,1994,1,21,Ｋ－鈴木_オリックス,Ｋ－鈴木_1994-01-21,19.0,関東,国際武道大,大学,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
31,太田椋,内野手,2001-02-14,18,1,181,78,B型,右右,大阪,800,オリックス,2001,2,14,太田椋_オリックス,太田椋_2001-02-14,6.0,近畿,天理高,高校,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
32,ディクソン,投手,1984-11-03,34,7,195,84,不明,右右,アメリカ,21800,オリックス,1984,11,3,ディクソン_オリックス,ディクソン_1984-11-03,37.0,アメリカ,タスカラム大,大学,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
33,メネセス,内野手,1992-05-06,27,1,191,100,不明,右右,メキシコ,11000,オリックス,1992,5,6,メネセス_オリックス,メネセス_1992-05-06,29.0,メキシコ,ベローナ高,高校,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
33,松井雅人,捕手,1987-11-19,31,10,179,81,A型,右左,群馬,2000,オリックス,1987,11,19,松井雅人_オリックス,松井雅人_1987-11-19,44.0,関東,上武大,大学,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,中日,0.0,0.0,国内,0,パリーグ,オリックス
34,吉田正尚,外野手,1993-07-15,26,4,173,83,B型,右左,福井,8500,オリックス,1993,7,15,吉田正尚_オリックス,吉田正尚_1993-07-15,143.0,北信越,青学大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
35,比嘉幹貴,投手,1982-12-07,36,10,177,77,A型,右右,沖縄,2300,オリックス,1982,12,7,比嘉幹貴_オリックス,比嘉幹貴_1982-12-07,45.0,九州,国際武道大,大学,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
36,山足達也,内野手,1993-10-26,25,2,174,76,AB型,右右,大阪,750,オリックス,1993,10,26,山足達也_オリックス,山足達也_1993-10-26,28.0,近畿,立命大,大学,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
37,若月健矢,捕手,1995-10-04,24,6,179,90,O型,右右,埼玉,4000,オリックス,1995,10,4,若月健矢_オリックス,若月健矢_1995-10-04,138.0,関東,花咲徳栄高,高校,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
38,小島脩平,内野手,1987-06-05,32,8,177,78,O型,右左,群馬,1800,オリックス,1987,6,5,小島脩平_オリックス,小島脩平_1987-06-05,103.0,関東,東洋大,大学,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
39,小林慶祐,投手,1992-11-02,26,3,187,86,B型,右右,千葉,1500,オリックス,1992,11,2,小林慶祐_オリックス,小林慶祐_1992-11-02,20.0,関東,東京情報大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
40,鈴木昂平,内野手,1991-06-20,28,4,175,77,B型,右右,東京,1200,オリックス,1991,6,20,鈴木昂平_オリックス,鈴木昂平_1991-06-20,58.0,東京,東海大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
42,エップラー,投手,1993-01-05,26,1,196,104,不明,右右,アメリカ,6500,オリックス,1993,1,5,エップラー_オリックス,エップラー_1993-01-05,24.0,アメリカ,サムヒューストン州立大,大学,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
43,山本由伸,投手,1998-08-17,21,3,178,80,AB型,右右,岡山,4000,オリックス,1998,8,17,山本由伸_オリックス,山本由伸_1998-08-17,20.0,中国,都城高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,1.0,1.0,国内,0,パリーグ,オリックス
44,頓宮裕真,内野手,1996-11-17,22,1,181,98,AB型,右右,岡山,1200,オリックス,1996,11,17,頓宮裕真_オリックス,頓宮裕真_1996-11-17,28.0,中国,亜大,大学,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
45,飯田大祐,捕手,1990-09-19,29,3,181,85,O型,右右,茨城,860,オリックス,1990,9,19,飯田大祐_オリックス,飯田大祐_1990-09-19,8.0,関東,中大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
46,成瀬善久,投手,1985-10-13,34,16,180,87,AB型,左左,栃木,1500,オリックス,1985,10,13,成瀬善久_オリックス,成瀬善久_1985-10-13,6.0,関東,横浜高,高校,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
47,海田智行,投手,1987-09-02,32,8,179,81,B型,左左,広島,2100,オリックス,1987,9,2,海田智行_オリックス,海田智行_1987-09-02,55.0,中国,駒大,大学,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
48,齋藤綱記,投手,1996-12-18,22,5,182,89,O型,左左,北海道,600,オリックス,1996,12,18,齋藤綱記_オリックス,齋藤綱記_1996-12-18,11.0,北海道,北照高,高校,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
49,澤田圭佑,投手,1994-04-27,25,3,178,96,B型,右左,愛媛,2600,オリックス,1994,4,27,澤田圭佑_オリックス,澤田圭佑_1994-04-27,28.0,四国,立大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,3.0,1.0,国内,0,パリーグ,オリックス
50,小田裕也,外野手,1989-11-04,29,5,172,75,O型,右左,熊本,2300,オリックス,1989,11,4,小田裕也_オリックス,小田裕也_1989-11-04,82.0,九州,東洋大,大学,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,オリックス,1.0,1.0,国内,0,パリーグ,オリックス
52,岡﨑大輔,内野手,1998-09-17,21,3,182,75,AB型,右左,埼玉,610,オリックス,1998,9,17,岡﨑大輔_オリックス,岡﨑大輔_1998-09-17,0.0,関東,花咲徳栄高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
53,宜保翔,内野手,2000-11-26,18,1,174,66,O型,右左,沖縄,500,オリックス,2000,11,26,宜保翔_オリックス,宜保翔_2000-11-26,8.0,九州,未来沖縄高,高校,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
54,黒木優太,投手,1994-08-16,25,3,179,85,A型,右左,神奈川,3500,オリックス,1994,8,16,黒木優太_オリックス,黒木優太_1994-08-16,0.0,関東,立正大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
55,Ｔ－岡田,外野手,1988-02-09,31,14,187,100,B型,左左,大阪,12000,オリックス,1988,2,9,Ｔ－岡田_オリックス,Ｔ－岡田_1988-02-09,20.0,近畿,履正社高,高校,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,オリックス,1.0,1.0,国内,0,パリーグ,オリックス
56,松井佑介,外野手,1987-07-10,32,10,185,87,O型,右右,大阪,1500,オリックス,1987,7,10,松井佑介_オリックス,松井佑介_1987-07-10,23.0,近畿,東農大,大学,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,中日,0.0,0.0,国内,0,パリーグ,オリックス
57,山田修義,投手,1991-09-19,28,10,184,90,B型,左左,福井,1500,オリックス,1991,9,19,山田修義_オリックス,山田修義_1991-09-19,40.0,北信越,敦賀気比高,高校,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
58,金田和之,投手,1990-09-18,29,7,184,86,O型,右右,鹿児島,1700,オリックス,1990,9,18,金田和之_オリックス,金田和之_1990-09-18,6.0,九州,大院大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,阪神,0.0,0.0,国内,0,パリーグ,オリックス
59,根本薫,外野手,1998-07-29,21,3,185,84,B型,左左,茨城,450,オリックス,1998,7,29,根本薫_オリックス,根本薫_1998-07-29,0.0,関東,霞ケ浦高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
60,左澤優,投手,1994-12-28,24,1,172,75,A型,左左,神奈川,1000,オリックス,1994,12,28,左澤優_オリックス,左澤優_1994-12-28,4.0,関東,横浜商大,大学,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
61,榊原翼,投手,1998-08-25,21,3,180,90,AB型,右右,千葉,750,オリックス,1998,8,25,榊原翼_オリックス,榊原翼_1998-08-25,13.0,関東,浦和学院高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,1.0,1.0,国内,0,パリーグ,オリックス
62,山崎勝己,捕手,1982-08-16,37,19,180,88,O型,右右,兵庫,1500,オリックス,1982,8,16,山崎勝己_オリックス,山崎勝己_1982-08-16,24.0,近畿,報徳学園高,高校,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,オリックス,1.0,1.0,国内,0,パリーグ,オリックス
63,山﨑颯一郎,投手,1998-06-15,21,3,190,85,B型,右右,石川,500,オリックス,1998,6,15,山﨑颯一郎_オリックス,山﨑颯一郎_1998-06-15,0.0,北信越,敦賀気比高,高校,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
64,廣澤伸哉,内野手,1999-08-11,20,2,175,72,B型,右右,大分,480,オリックス,1999,8,11,廣澤伸哉_オリックス,廣澤伸哉_1999-08-11,0.0,九州,大分商高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
65,青山大紀,投手,1994-11-28,24,4,184,83,B型,右左,大阪,800,オリックス,1994,11,28,青山大紀_オリックス,青山大紀_1994-11-28,0.0,近畿,智弁学園高,高校,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
66,吉田凌,投手,1997-06-20,22,4,181,78,A型,右右,兵庫,530,オリックス,1997,6,20,吉田凌_オリックス,吉田凌_1997-06-20,4.0,近畿,東海大相模高,高校,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
67,中川圭太,内野手,1996-04-12,23,1,180,76,B型,右右,大阪,700,オリックス,1996,4,12,中川圭太_オリックス,中川圭太_1996-04-12,111.0,近畿,東洋大,大学,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
68,鈴木優,投手,1997-02-05,22,5,181,81,B型,右右,東京,510,オリックス,1997,2,5,鈴木優_オリックス,鈴木優_1997-02-05,1.0,東京,雪谷高,高校,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,オリックス,1.0,1.0,国内,0,パリーグ,オリックス
91,岩本輝,投手,1992-10-21,26,8,181,84,O型,右左,山口,1200,オリックス,1992,10,21,岩本輝_オリックス,岩本輝_1992-10-21,9.0,中国,南陽工高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,阪神,0.0,0.0,国内,0,パリーグ,オリックス
93,佐野皓大,外野手,1996-09-02,23,5,182,73,A型,右両,大分,430,オリックス,1996,9,2,佐野皓大_オリックス,佐野皓大_1996-09-02,68.0,九州,大分高,高校,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
95,神戸文也,投手,1994-05-09,25,3,182,82,B型,右右,群馬,260,オリックス,1994,5,9,神戸文也_オリックス,神戸文也_1994-05-09,19.0,関東,立正大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
96,本田仁海,投手,1999-07-27,20,2,181,74,A型,右左,神奈川,500,オリックス,1999,7,27,本田仁海_オリックス,本田仁海_1999-07-27,0.0,関東,星槎国際湘南高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
98,張奕,投手,1994-02-26,25,3,182,84,O型,右右,台湾,260,オリックス,1994,2,26,張奕_オリックス,張奕_1994-02-26,8.0,台湾,日本経大,大学,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,オリックス,0.0,0.0,国外,0,パリーグ,オリックス
99,杉本裕太郎,外野手,1991-04-05,28,4,190,98,B型,右右,徳島,830,オリックス,1991,4,5,杉本裕太郎_オリックス,杉本裕太郎_1991-04-05,18.0,四国,青学大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,オリックス,0.0,0.0,国内,0,パリーグ,オリックス
123,稲富宏樹,捕手,1999-04-27,20,2,178,83,O型,右左,大阪,260,オリックス,1999,4,27,稲富宏樹_オリックス,稲富宏樹_1999-04-27,0.0,近畿,三田松聖高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,育成,パリーグ,オリックス
125,塚原頌平,投手,1992-07-08,27,9,184,90,O型,右左,茨城,800,オリックス,1992,7,8,塚原頌平_オリックス,塚原頌平_1992-07-08,0.0,関東,つくば秀英高,高校,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,オリックス,0.0,0.0,国内,育成,パリーグ,オリックス
127,漆原大晟,投手,1996-09-10,23,1,182,83,B型,右左,新潟,260,オリックス,1996,9,10,漆原大晟_オリックス,漆原大晟_1996-09-10,0.0,北信越,新潟医療福祉大,大学,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス,0.0,0.0,国内,育成,パリーグ,オリックス
128,東晃平,投手,1999-12-14,19,2,178,78,O型,右右,兵庫,250,オリックス,1999,12,14,東晃平_オリックス,東晃平_1999-12-14,0.0,近畿,神戸弘陵高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,育成,パリーグ,オリックス
129,比屋根彰人,内野手,1999-08-25,20,2,183,94,A型,右右,沖縄,250,オリックス,1999,8,25,比屋根彰人_オリックス,比屋根彰人_1999-08-25,0.0,九州,飛龍高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,育成,パリーグ,オリックス
130,フェリペ,捕手,1999-09-04,20,2,176,73,O型,右右,静岡,250,オリックス,1999,9,4,フェリペ_オリックス,フェリペ_1999-09-04,0.0,東海,御殿場西高,高校,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,オリックス,0.0,0.0,国内,育成,パリーグ,オリックス
0,レイビン,投手,1988-01-21,31,1,193,98,不明,右右,アメリカ,8720,ロッテ,1988,1,21,レイビン_ロッテ,レイビン_1988-01-21,2.0,アメリカ,チャッツワース高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国外,0,パリーグ,ロッテ
0,荻野貴司,外野手,1985-10-21,33,10,172,75,O型,右右,奈良,4500,ロッテ,1985,10,21,荻野貴司_ロッテ,荻野貴司_1985-10-21,125.0,近畿,関学大,大学,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
1,清田育宏,外野手,1986-02-11,33,10,180,85,A型,右右,千葉,4400,ロッテ,1986,2,11,清田育宏_ロッテ,清田育宏_1986-02-11,117.0,関東,東洋大,大学,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
